Durham_id,Site,SampleDate,SampleTime,Method,pH,SpecCond,DOC_mgL,TDN_mgL,DON_mgL,F_mgL,Cl_mgL,NO3_mgL,SO4_mgL,TMAl_mgL,OMAl_mgL,IMAl_mgL,NH4_NmgL,PO4_PmgL,Al_mgL,Ca_mgL,Fe_mgL,K_mgL,Mg_mgL,Mn_mgL,Na_mgL,S_mgL,SiO2_mgL,Sr_mgL,Zn_mgL,LocationType,GWType,X,Y
DG-109,K1d,2020-07-01T00:00:00Z,1899-12-31T13:32:00Z,pump,5.9,17.7,0.5081908643309393,0.11094051242282771,0.0340741188303268,0.04437554915506022,0.5030102635846555,0.3065218839036526,2.9287351080636466,0.025305248935358154,-0.005064668363648984,0.030369917299007138,0.007624122880455726,0.0025212580476368287,0.0011296498314259124,1.4995862433586549,0.0017707554107333646,0.26262994905250236,0.30663857332021344,0.007770570171767238,1.1839190188648967,0.942967011114783,7.84657003556626,0.013079849733373314,0.08055786745851365,G5,deep_intoC,281686.6880,4871076.5000
DG-110,86_3_d2,2020-07-01T00:00:00Z,1899-12-31T09:55:00Z,pump,4.96,18.1,3.269126957877914,0.3890129755611653,0.0961565300858225,0.04115550343409829,0.5337347879676274,1.2312048088225473,4.474915179127877,0.294553078625259,0.0359996444935406,0.2585534341317184,0.01473138768580079,0.002240278769116512,0.4289938527593342,0.7069430503094127,0.020847310957479406,0.37576717841029483,0.18567516062016035,0.039567966056551065,0.7865727258894359,1.4289673490116048,6.2670099290178,0.014331332131517773,0.03123158380126005,G2,R_surface,281858.8713,4870633.421
DG-41,86_3_d2,2020-08-05T00:00:00Z,1899-12-31T09:56:00Z,pump,4.93,NA,5.24,0.65,0.35,0.28,1.79,1.09,4.07,NA,NA,NA,0.047,0.004,0.31,0.8,0.07,0.68,0.23,0.03,1.27,1.3,6.6,0.01,0.03,G2,R_surface,281858.8713,4870633.421
DG-42,52_4_d1,2020-08-05T00:00:00Z,1899-12-31T11:15:00Z,pump,6.67,NA,1.04,0.21,0.06,0.13,0.68,0.58,4.62,NA,NA,NA,0.021,0.008,0.17,5.35,0.12,1.07,2.26,0.01,2.64,1.48,11.94,0.05,0.05,G4,R_surface,281789.7025,4871168.696
DG-43,52_4_d2,2020-08-05T00:00:00Z,1899-12-31T11:41:00Z,pump,6.38,NA,0.41,0.1,0,0.08,0.46,0.41,4.86,NA,NA,NA,0.012,0.025,0.81,4.79,0.65,0.99,1.88,0.01,2.02,1.58,18.44,0.03,0.04,G3,deep_intoC,281762.5976,4871095.145
DG-44,42_4_d1,2020-08-05T00:00:00Z,1899-12-31T13:25:00Z,pump,6.25,NA,1.17,0.46,0.15,0.06,1.11,1.04,5.46,NA,NA,NA,0.066,0.016,0.04,2.7,0.03,0.84,0.69,0,2.02,1.75,12.72,0.02,0.04,G3,R_surface,281655.004,4871175.786
DG-45,42_4_d2,2020-08-05T00:00:00Z,1899-12-31T13:55:00Z,pump,5.71,NA,0.97,0.38,0.1,0.08,0.92,0.89,4.51,NA,NA,NA,0.08,0.007,0.18,1.31,0.13,0.8,0.21,0.05,1.12,1.44,8.46,0.02,0.02,G3,deep_intoC,281655.033,4871176.429
SG-001,42_2_s1,2019-06-06T00:00:00Z,1899-12-31T14:36:00Z,pump,4.54,15.12,13.78,0.3,0.28,0.02,0.23,0.04,0.67,0.405,0.158,0.247,0.011,0.017,0.6,0.17,0.27,0.09,0.06,0.07,0.36,0.23,2.28,0.002,0.013,G1,shallow,281626.546,4871231.05
SG-002,42_3_s1,2019-06-06T00:00:00Z,1899-12-31T14:06:00Z,pump,4.76,11.32,7.73,0.27,0.19,0.02,0.33,0.31,1.09,0.302,0.084,0.217,0.013,0.025,0.45,0.14,0.09,0.1,0.06,0.08,0.38,0.34,2.15,0.002,0.006,G2,shallow,281637.4851,4871215.022
SG-003,42_4_s1,2019-06-06T00:00:00Z,1899-12-31T14:50:00Z,pump,5.2,10.26,1.07,0.11,0.07,0.02,0.51,0.17,2.39,0.06,0.006,0.054,0.008,0.001,0.09,0.39,0,0.15,0.08,0.03,0.69,0.78,3.21,0.004,0.011,G3,shallow,281660.3829,4871158.234
SG-006,52_2_s1,2019-06-06T00:00:00Z,1899-12-31T12:25:00Z,pump,4.77,10.46,7.3,0.21,0.19,0.01,0.27,0.01,1.03,0.312,0.086,0.226,0.012,0.001,0.48,0.17,0.08,0.07,0.06,0.03,0.36,0.33,2.18,0.002,0.001,G1,shallow,281790.4303,4871243.602
